departamento,municipio,zona_geografica,tipo_comunidad,altitud_msnm,poblacion_total,menores_5,adultos_mayores,gestantes,personas_discapacidad,distancia_km,tiempo_acceso_min,acceso_vial,transporte_disponible,agua_potable,alcantarillado,puesto_salud_cercano,cobertura_salud_pct,cobertura_vacunacion_pct,casos_prioritarios_30d,enfermedades_cronicas,alerta_epidemiologica,ultima_brigada_dias,brigadas_ultimos_12m,demanda_insatisfecha_pct,conectividad,temporada,riesgo_inundacion,riesgo_deslizamiento,prioridad
Boyacá,Tununguá,Andina,Campesina,1836,679,60,113,29,25,12.84,33.77,Regular,Limitado,1,0,1,67.95,94.93,1,51,0,187,1,31.39,Regular,Lluvias,0.19,0.7,BAJA
Santander,Palmar,Andina,Campesina,1228,133,22,23,4,2,48.31,100.51,Difícil,Limitado,1,0,0,76.86,92.81,0,23,0,277,0,13.03,Regular,Seca,0.35,0.54,ALTA
Cundinamarca,Facatativá,Andina,Rural dispersa,2561,239,43,42,5,16,36.91,49.07,Bueno,Motocicleta,1,0,0,83.28,53.75,1,38,0,130,2,26.35,Baja,Seca,0.35,0.37,MEDIA
Boyacá,San Miguel de Sema,Andina,Rural,2760,358,75,31,9,12,78.56,119.25,Regular,Terrestre,1,1,0,77.42,62.23,0,51,0,38,2,20.8,Baja,Lluvias,0.2,0.54,ALTA
Santander,Bucaramanga,Andina,Afrodescendiente,1605,410,56,41,18,32,23.03,66.53,Difícil,Limitado,1,0,0,79.44,64.35,0,64,0,112,0,23.9,Baja,Transición,0.18,0.57,ALTA
Boyacá,Corrales,Andina,Indígena,2240,229,27,32,3,7,11.27,25.68,Bueno,No disponible,1,0,1,69.7,58.18,0,21,0,211,1,35.0,Regular,Transición,0.12,0.47,BAJA
Bolívar,Achí,Caribe,Rural dispersa,227,56,11,8,0,0,41.64,50.75,Regular,Limitado,0,0,0,76.55,71.15,2,6,0,153,1,15.66,Baja,Lluvias,0.37,0.22,ALTA
Bolívar,Simití,Caribe,Afrodescendiente,235,142,28,9,4,2,10.92,12.35,Regular,Terrestre,1,1,1,88.49,66.67,1,10,0,26,0,21.52,Sin conexión,Transición,0.56,0.18,BAJA
La Guajira,El Molino,Caribe,Afrodescendiente,107,295,60,35,13,16,27.02,46.64,Difícil,No disponible,1,0,0,72.7,74.75,2,48,0,181,0,48.09,Baja,Lluvias,0.34,0.09,ALTA
Cundinamarca,Quipile,Andina,Campesina,2928,494,47,49,9,6,3.79,4.14,Difícil,Limitado,1,0,1,65.3,56.38,1,25,0,120,1,37.82,Regular,Seca,0.31,0.49,BAJA
Boyacá,Sáchica,Andina,Rural dispersa,2876,223,36,26,10,17,29.75,36.78,Regular,Terrestre + 4x4,0,0,0,80.29,83.47,0,26,0,133,3,33.78,Sin conexión,Transición,0.25,0.42,MEDIA
La Guajira,Albania,Caribe,Indígena,96,109,10,5,4,5,57.52,140.48,Difícil,Terrestre,0,0,0,59.89,58.21,0,8,0,169,1,42.81,Buena,Seca,0.39,0.13,ALTA
Nariño,Barbacoas,Andina,Indígena,2977,488,51,74,23,27,25.55,38.89,Regular,Terrestre + 4x4,0,0,0,76.44,67.4,0,72,0,155,0,34.32,Buena,Transición,0.18,0.48,MEDIA
Cundinamarca,Venecia,Andina,Rural dispersa,2446,1352,134,161,20,98,10.7,31.78,Regular,Limitado,0,0,1,96.21,71.69,4,148,0,236,2,6.31,Buena,Seca,0.25,0.56,MEDIA
Valle del Cauca,Yumbo,Andina,Rural dispersa,1129,516,78,88,18,8,71.14,93.87,Regular,No disponible,1,0,0,49.94,64.64,4,55,0,76,1,47.62,Regular,Lluvias,0.26,0.37,CRÍTICA
Cundinamarca,Anapoima,Andina,Rural dispersa,2875,197,38,28,3,11,34.42,37.62,Bueno,Terrestre,0,0,0,88.97,49.49,1,16,0,96,1,36.07,Regular,Seca,0.36,0.47,MEDIA
Chocó,Medio Atrato,Pacífica,Rural dispersa,109,255,38,23,8,16,15.29,36.9,Regular,Limitado,0,0,0,73.29,68.54,1,39,0,47,0,29.21,Baja,Lluvias,0.71,0.47,MEDIA
Norte de Santander,Arboledas,Andina,Indígena,1620,177,30,22,7,2,51.97,86.47,Difícil,Limitado,1,0,0,70.62,71.43,0,10,0,134,0,33.85,Baja,Seca,0.23,0.54,ALTA
Antioquia,San Jerónimo,Andina,Rural,2165,607,56,82,20,38,6.97,8.38,Regular,Terrestre + 4x4,0,0,1,54.24,58.16,0,49,1,149,0,50.7,Buena,Lluvias,0.25,0.46,MEDIA
Antioquia,Mutatá,Andina,Rural dispersa,1173,183,22,20,2,11,13.04,29.18,Bueno,Terrestre + 4x4,0,0,0,84.32,66.8,0,14,0,108,2,16.2,Regular,Seca,0.38,0.46,BAJA
Boyacá,Sutamarchán,Andina,Indígena,2664,562,110,53,25,11,26.18,43.88,Regular,Limitado,1,0,0,75.53,95.9,2,42,0,226,1,17.0,Regular,Seca,0.21,0.64,ALTA
Antioquia,Vigía del Fuerte,Andina,Rural dispersa,2021,894,108,70,26,61,86.82,292.5,Difícil,Limitado,0,0,0,82.6,58.74,2,105,0,50,1,17.03,Baja,Lluvias,0.24,0.45,ALTA
Cauca,Bolívar,Andina,Rural dispersa,1663,173,30,19,7,4,46.84,119.73,Difícil,Terrestre + 4x4,1,0,0,65.73,82.21,1,27,1,171,1,16.78,Regular,Seca,0.08,0.62,CRÍTICA
Caldas,Marmato,Andina,Rural dispersa,2222,318,59,53,13,18,85.45,127.27,Difícil,No disponible,1,0,0,70.81,63.57,3,36,0,358,0,22.21,Sin conexión,Lluvias,0.2,0.65,CRÍTICA
Sucre,Sucre,Caribe,Rural dispersa,252,267,27,28,12,4,33.12,124.05,Difícil,Terrestre + 4x4,0,0,0,61.69,66.27,1,13,0,22,0,58.77,Baja,Lluvias,0.53,0.09,MEDIA
Huila,Suaza,Andina,Indígena,734,459,93,77,19,21,14.42,36.91,Regular,Terrestre + 4x4,1,1,1,66.39,35.89,3,78,1,123,0,30.13,Baja,Transición,0.23,0.28,ALTA
Cesar,Becerril,Caribe,Campesina,261,309,48,29,4,4,34.21,49.62,Regular,No disponible,1,0,0,51.87,88.97,3,19,0,59,2,29.42,Regular,Transición,0.23,0.36,MEDIA
Sucre,Morroa,Caribe,Rural,98,262,44,44,11,18,20.29,31.63,Regular,Motocicleta,1,0,0,74.03,78.5,0,46,0,87,1,47.92,Baja,Seca,0.49,0.2,ALTA
Santander,Betulia,Andina,Rural dispersa,1294,189,36,16,6,3,77.51,280.83,Muy difícil,Limitado,1,0,0,59.54,56.11,0,18,0,167,0,54.36,Baja,Seca,0.46,0.47,CRÍTICA
Santander,Cimitarra,Andina,Indígena,1311,177,18,21,2,13,76.13,114.37,Bueno,Limitado,0,0,0,79.02,91.94,0,23,0,284,3,27.33,Baja,Lluvias,0.26,0.51,CRÍTICA
Antioquia,Concordia,Andina,Rural dispersa,2488,578,116,68,15,27,47.03,150.72,Regular,Terrestre + 4x4,0,0,0,94.63,90.2,1,77,0,28,1,30.5,Buena,Seca,0.33,0.33,ALTA
Cundinamarca,La Mesa,Andina,Rural dispersa,3151,586,104,96,24,9,9.77,14.41,Bueno,Terrestre,1,0,1,77.15,64.12,2,75,0,19,3,44.19,Buena,Lluvias,0.35,0.64,BAJA
Cundinamarca,Tena,Andina,Rural dispersa,2937,729,125,46,19,45,65.86,125.66,Muy difícil,No disponible,0,0,0,88.08,38.27,1,130,0,28,0,40.48,Baja,Seca,0.23,0.41,CRÍTICA
Nariño,La Tola,Andina,Campesina,2774,133,14,18,5,2,84.21,127.87,Bueno,Terrestre,0,0,0,73.91,40.33,0,11,0,40,2,15.57,Regular,Transición,0.16,0.61,ALTA
Nariño,Buesaco,Andina,Indígena,2585,107,12,17,3,6,8.91,11.85,Regular,Fluvial,0,0,1,71.3,65.05,0,17,0,24,3,7.25,Regular,Seca,0.18,0.45,BAJA
Atlántico,Piojó,Caribe,Campesina,64,643,115,109,20,31,31.74,88.22,Regular,Terrestre,0,0,0,88.71,51.23,1,88,0,698,2,42.97,Baja,Transición,0.36,0.23,ALTA
Cundinamarca,Guayabal de Síquima,Andina,Rural dispersa,2470,799,167,47,31,60,15.48,57.63,Difícil,Terrestre,0,1,0,69.21,39.47,2,135,0,190,0,22.72,Regular,Lluvias,0.39,0.4,CRÍTICA
Meta,Barranca de Upía,Orinoquía,Indígena,483,351,74,33,6,23,18.58,52.94,Difícil,Terrestre + 4x4,0,0,0,54.83,80.61,1,30,0,55,0,35.2,Sin conexión,Transición,0.22,0.02,MEDIA
Nariño,Cumbal,Andina,Campesina,2580,570,93,72,12,14,42.08,102.34,Muy difícil,No disponible,0,0,0,80.34,80.77,1,100,0,118,1,27.77,Buena,Lluvias,0.27,0.42,ALTA
Tolima,Planadas,Andina,Indígena,856,411,89,36,13,4,9.7,12.02,Muy difícil,Limitado,1,0,0,76.4,58.21,0,72,0,84,0,15.57,Sin conexión,Transición,0.35,0.39,MEDIA
Sucre,Morroa,Caribe,Rural,58,255,53,26,5,17,20.48,35.58,Difícil,No disponible,1,0,0,66.71,95.34,0,22,0,172,3,63.72,Baja,Lluvias,0.53,0.01,ALTA
Nariño,Imués,Andina,Indígena,2269,309,37,38,6,9,54.61,149.06,Regular,Limitado,0,0,0,63.74,66.58,0,51,0,4,0,36.81,Regular,Seca,0.28,0.53,ALTA
Antioquia,Segovia,Andina,Rural dispersa,2423,133,12,7,5,10,47.56,72.33,Difícil,Terrestre + 4x4,1,0,0,51.29,64.72,0,13,0,161,1,30.95,Buena,Lluvias,0.14,0.45,MEDIA
Antioquia,Támesis,Andina,Indígena,1667,309,25,32,10,4,52.87,182.78,Difícil,Terrestre,1,0,0,76.58,63.6,0,26,0,54,2,12.95,Regular,Transición,0.19,0.39,MEDIA
Cesar,San Martín,Caribe,Campesina,352,1045,120,101,48,51,14.2,23.15,Regular,Terrestre,1,0,1,83.27,76.68,2,51,0,0,0,53.88,Baja,Lluvias,0.41,0.25,BAJA
Santander,Albania,Andina,Afrodescendiente,1381,272,50,32,8,9,13.85,35.27,Regular,Terrestre,1,0,1,65.42,60.45,0,24,0,174,2,49.05,Regular,Seca,0.33,0.46,BAJA
Huila,Íquira,Andina,Rural dispersa,979,527,78,88,24,36,27.24,36.06,Difícil,Limitado,1,1,0,88.14,45.73,1,85,0,354,2,27.77,Regular,Seca,0.2,0.47,CRÍTICA
Antioquia,Támesis,Andina,Afrodescendiente,2011,1092,200,88,40,82,17.79,35.07,Bueno,Limitado,0,0,1,65.29,65.94,0,180,0,495,3,5.52,Regular,Lluvias,0.27,0.31,MEDIA
Cauca,Toribío,Andina,Rural dispersa,1750,621,83,37,9,46,27.38,69.66,Muy difícil,No disponible,1,1,0,93.28,73.13,0,78,0,555,1,58.28,Baja,Seca,0.29,0.55,ALTA
Atlántico,Barranquilla,Caribe,Rural dispersa,69,585,56,84,22,13,4.11,5.24,Regular,Terrestre,1,0,1,63.79,83.12,3,74,0,160,3,58.87,Baja,Lluvias,0.32,0.0,MEDIA
Antioquia,Sonsón,Andina,Campesina,1947,245,53,19,5,9,16.38,19.98,Muy difícil,Terrestre + 4x4,1,0,1,86.9,77.11,0,22,1,715,0,31.21,Buena,Seca,0.23,0.39,MEDIA
Cesar,La Paz,Caribe,Afrodescendiente,168,900,130,91,39,58,32.74,38.02,Regular,Fluvial,1,0,0,54.31,97.43,1,109,0,730,0,24.69,Buena,Transición,0.2,0.28,MEDIA
Boyacá,Tasco,Andina,Rural dispersa,3145,116,25,16,4,7,64.37,81.25,Bueno,Terrestre,0,0,0,68.12,63.69,0,20,0,73,5,8.87,Baja,Transición,0.09,0.44,ALTA
Huila,Garzón,Andina,Rural dispersa,1042,971,107,153,14,58,14.29,22.64,Regular,Terrestre,0,0,1,98.0,76.93,1,160,0,0,1,2.0,Buena,Seca,0.42,0.52,BAJA
Norte de Santander,La Esperanza,Andina,Campesina,1653,470,100,35,18,4,31.86,41.76,Regular,No disponible,0,0,0,83.3,98.0,0,68,0,91,1,8.06,Regular,Transición,0.23,0.6,MEDIA
Antioquia,Yolombó,Andina,Rural,1984,181,27,13,4,5,29.79,58.43,Muy difícil,Terrestre + 4x4,0,1,0,50.13,52.65,0,12,0,103,1,20.61,Baja,Lluvias,0.25,0.46,MEDIA
Meta,Villavicencio,Orinoquía,Indígena,432,92,11,4,2,5,31.97,113.0,Difícil,Terrestre,0,0,0,46.31,58.38,0,5,0,43,0,48.56,Sin conexión,Lluvias,0.34,0.08,MEDIA
Chocó,Istmina,Pacífica,Afrodescendiente,222,414,63,40,7,11,11.2,27.38,Muy difícil,Limitado,0,0,1,75.64,70.55,2,33,0,145,1,57.95,Baja,Seca,0.68,0.56,ALTA
Sucre,Tolú,Caribe,Rural dispersa,142,346,69,42,4,22,37.36,45.36,Regular,Terrestre,0,0,0,76.37,82.84,1,33,0,114,1,19.59,Baja,Transición,0.43,0.09,MEDIA
Cauca,Totoró,Andina,Afrodescendiente,1685,57,11,4,2,3,9.89,11.19,Regular,Terrestre,0,0,1,70.54,52.67,1,2,0,57,1,42.29,Regular,Seca,0.18,0.58,MEDIA
Boyacá,Togüí,Andina,Indígena,2490,258,47,26,12,5,14.81,56.34,Regular,Terrestre + 4x4,0,0,0,57.68,75.24,0,45,0,87,2,9.15,Regular,Seca,0.19,0.64,MEDIA
Caquetá,Morelia,Amazonía,Afrodescendiente,499,349,65,57,17,25,16.4,93.06,Difícil,Fluvial,1,1,0,46.46,78.31,1,55,1,126,0,23.1,Baja,Lluvias,0.44,0.4,ALTA
Norte de Santander,La Esperanza,Andina,Indígena,1397,663,117,116,30,8,96.0,136.09,Regular,Terrestre,1,0,0,63.92,76.23,1,39,0,27,2,36.89,Regular,Transición,0.22,0.6,ALTA
Meta,La Uribe,Orinoquía,Afrodescendiente,450,255,48,35,8,16,5.02,9.53,Regular,No disponible,0,0,1,88.76,54.47,1,11,0,118,2,35.35,Baja,Lluvias,0.47,0.19,MEDIA
Cundinamarca,Villagómez,Andina,Rural,2835,626,100,86,10,39,34.23,95.76,Bueno,Terrestre,0,1,0,85.43,73.14,1,34,0,393,7,7.11,Regular,Lluvias,0.11,0.52,ALTA
Casanare,Recetor,Orinoquía,Campesina,508,1819,239,111,74,117,7.66,28.44,Bueno,Terrestre + 4x4,1,1,0,67.2,73.65,7,298,0,357,2,38.86,Buena,Seca,0.42,0.1,ALTA
Valle del Cauca,Yotoco,Andina,Rural dispersa,1515,808,157,64,36,58,3.57,4.05,Bueno,Terrestre,0,0,1,68.29,64.53,1,114,0,730,0,45.19,Baja,Lluvias,0.3,0.34,MEDIA
Cundinamarca,Gachancipá,Andina,Campesina,2466,207,31,36,8,15,37.37,131.37,Regular,Terrestre,1,0,0,80.17,53.43,1,11,0,11,3,30.26,Baja,Seca,0.21,0.44,MEDIA
Boyacá,Pesca,Andina,Campesina,2525,646,112,35,23,25,14.84,17.31,Bueno,Terrestre,1,0,0,62.58,71.1,2,80,0,123,2,30.69,Regular,Transición,0.11,0.37,MEDIA
Córdoba,Purísima,Caribe,Campesina,175,277,33,41,4,3,3.38,5.96,Difícil,Limitado,1,0,1,65.22,81.74,1,19,0,88,0,60.3,Baja,Lluvias,0.28,0.24,MEDIA
La Guajira,El Molino,Caribe,Indígena,70,169,33,21,1,11,1.28,1.43,Difícil,Limitado,1,1,1,87.54,70.48,0,29,0,57,1,35.21,Regular,Lluvias,0.23,0.04,BAJA
Boyacá,Coper,Andina,Rural dispersa,2349,133,18,17,5,3,65.17,91.63,Regular,Terrestre,1,0,0,76.57,53.42,0,10,0,413,1,26.99,Buena,Seca,0.13,0.44,ALTA
Santander,Ocamonte,Andina,Campesina,1192,358,45,36,7,5,12.15,15.26,Bueno,Terrestre,0,0,0,77.84,60.31,2,32,0,151,2,32.87,Regular,Seca,0.23,0.54,MEDIA
Caquetá,Florencia,Amazonía,Rural dispersa,355,380,55,31,11,21,151.77,709.44,Difícil,Motocicleta,1,1,0,64.39,46.64,1,39,0,169,0,19.52,Sin conexión,Lluvias,0.33,0.3,CRÍTICA
Boyacá,Susacón,Andina,Rural dispersa,1856,438,96,73,16,14,38.75,48.18,Difícil,No disponible,0,0,0,98.0,76.52,0,36,0,730,1,27.38,Baja,Lluvias,0.12,0.45,ALTA
Valle del Cauca,Riofrío,Andina,Afrodescendiente,1731,246,28,15,3,18,39.06,101.35,Difícil,Limitado,0,1,0,75.92,90.55,0,35,0,160,1,47.99,Regular,Transición,0.29,0.35,ALTA
Valle del Cauca,Yumbo,Andina,Afrodescendiente,1620,147,13,23,4,4,81.2,137.5,Regular,Limitado,0,0,0,89.67,67.16,0,24,0,123,2,34.51,Baja,Seca,0.32,0.4,ALTA
Caldas,Pácora,Andina,Rural,2074,613,119,31,15,40,51.22,65.83,Regular,No disponible,0,0,0,89.5,69.68,0,36,1,131,1,17.54,Buena,Transición,0.26,0.49,ALTA
Arauca,Tame,Orinoquía,Indígena,220,690,62,88,33,53,129.27,214.17,Muy difícil,No disponible,1,1,0,71.5,68.43,2,27,1,198,1,53.37,Regular,Lluvias,0.28,0.19,CRÍTICA
Arauca,Fortul,Orinoquía,Campesina,162,230,26,29,11,13,26.71,40.76,Regular,Terrestre + 4x4,0,0,0,75.17,55.22,1,24,1,67,3,37.46,Baja,Lluvias,0.24,0.25,ALTA
Santander,Málaga,Andina,Rural dispersa,1177,417,45,21,19,29,49.6,187.49,Regular,Terrestre,1,1,0,73.16,57.09,1,30,0,142,5,42.45,Baja,Transición,0.27,0.35,ALTA
Cauca,Jambaló,Andina,Afrodescendiente,1916,587,73,30,8,39,28.37,40.21,Difícil,No disponible,0,0,0,73.76,83.35,2,56,0,102,1,34.71,Regular,Transición,0.28,0.52,ALTA
Magdalena,Fundación,Caribe,Rural dispersa,245,675,133,81,18,15,5.41,12.54,Regular,Terrestre,1,0,1,70.58,70.59,2,58,0,7,0,40.25,Baja,Seca,0.35,0.28,MEDIA
Cauca,Timbiquí,Andina,Campesina,1951,340,32,19,12,5,17.51,29.82,Difícil,Terrestre,1,1,1,62.41,79.02,0,19,0,29,1,53.47,Regular,Lluvias,0.31,0.45,BAJA
Huila,El Pital,Andina,Rural dispersa,965,223,23,25,5,6,21.88,31.32,Bueno,Limitado,1,0,0,64.76,49.87,0,21,0,15,1,40.46,Baja,Transición,0.47,0.32,BAJA
Caldas,Anserma,Andina,Rural,2450,310,43,44,5,19,23.69,70.76,Regular,Terrestre,1,0,0,85.89,55.75,2,19,0,84,1,14.64,Baja,Lluvias,0.14,0.52,ALTA
Sucre,Chalán,Caribe,Rural dispersa,171,514,86,37,13,13,53.82,149.79,Regular,Limitado,1,0,0,96.88,76.95,0,88,0,278,0,10.88,Baja,Lluvias,0.54,0.13,ALTA
Córdoba,Montería,Caribe,Rural dispersa,135,214,39,31,2,11,42.43,150.98,Bueno,Terrestre,1,0,0,84.49,49.93,0,31,0,324,0,12.84,Regular,Lluvias,0.39,0.25,ALTA
Boyacá,Iza,Andina,Rural dispersa,2358,254,45,44,2,19,28.31,66.64,Regular,Terrestre + 4x4,1,0,0,67.65,67.24,0,15,0,17,2,18.31,Regular,Lluvias,0.15,0.42,BAJA
Meta,San Juanito,Orinoquía,Rural dispersa,408,241,29,26,11,10,19.0,42.99,Regular,No disponible,0,1,0,73.49,42.94,0,32,0,28,0,31.61,Buena,Lluvias,0.33,0.0,MEDIA
Santander,Vetas,Andina,Rural dispersa,1110,320,50,42,4,6,32.6,69.62,Regular,Terrestre,0,0,0,87.32,95.67,0,34,0,157,1,18.31,Regular,Seca,0.42,0.55,MEDIA
Cundinamarca,Suesca,Andina,Rural dispersa,3187,321,37,32,6,22,9.54,16.8,Bueno,Terrestre,0,0,0,88.27,80.23,1,25,0,116,3,13.43,Regular,Lluvias,0.18,0.43,MEDIA
Nariño,El Charco,Andina,Rural dispersa,2614,428,60,69,18,15,83.97,164.22,Muy difícil,Terrestre + 4x4,0,0,0,76.71,47.86,2,75,0,300,0,38.92,Buena,Seca,0.36,0.57,CRÍTICA
Cundinamarca,Choachí,Andina,Campesina,2863,253,54,40,9,12,16.15,21.08,Bueno,Terrestre + 4x4,0,0,0,73.84,68.35,0,19,0,116,3,45.28,Regular,Seca,0.27,0.52,MEDIA
Santander,Jordán,Andina,Rural,1011,344,54,37,4,13,94.38,261.67,Regular,Limitado,0,1,0,81.35,74.14,0,48,0,73,2,50.62,Regular,Seca,0.29,0.55,ALTA
Cundinamarca,El Peñón,Andina,Rural dispersa,2009,154,16,17,3,10,21.49,28.96,Bueno,Terrestre,0,1,0,78.38,88.24,1,18,0,433,1,49.62,Baja,Transición,0.15,0.42,MEDIA
Guaviare,Miraflores,Amazonía,Indígena,390,826,178,58,25,9,83.16,232.65,Regular,Limitado,0,0,0,62.31,73.35,3,61,0,173,1,42.59,Regular,Lluvias,0.33,0.24,CRÍTICA
La Guajira,La Jagua del Pilar,Caribe,Afrodescendiente,184,551,62,32,27,28,38.06,46.74,Bueno,Terrestre,1,0,0,76.35,70.18,0,84,1,4,4,37.64,Regular,Lluvias,0.15,0.15,ALTA
Córdoba,San Bernardo del Viento,Caribe,Rural,16,372,48,46,8,10,15.47,52.11,Regular,No disponible,1,0,0,73.13,67.75,1,50,1,78,0,35.18,Sin conexión,Lluvias,0.38,0.23,ALTA
Huila,Pitalito,Andina,Rural dispersa,1119,348,63,43,14,26,64.56,118.43,Difícil,Limitado,0,0,0,73.29,74.3,0,57,0,48,1,63.44,Baja,Transición,0.45,0.51,ALTA
Cundinamarca,Medina,Andina,Indígena,2484,138,17,15,5,5,29.32,61.45,Bueno,Terrestre,0,1,0,86.21,54.01,1,12,1,247,1,30.38,Baja,Transición,0.17,0.43,ALTA
Bolívar,Montecristo,Caribe,Afrodescendiente,217,274,28,42,13,16,40.97,57.53,Difícil,Limitado,0,0,0,70.77,92.96,1,32,0,190,0,32.45,Sin conexión,Transición,0.43,0.2,MEDIA
Cundinamarca,Cucunubá,Andina,Campesina,2880,873,102,89,10,54,19.9,40.89,Regular,Terrestre,1,0,0,72.4,51.15,4,92,0,229,1,21.43,Buena,Lluvias,0.19,0.46,MEDIA
Tolima,Suárez,Andina,Campesina,1074,303,25,54,8,19,22.93,40.62,Muy difícil,Limitado,0,0,0,63.5,40.69,1,16,0,146,0,10.21,Regular,Lluvias,0.34,0.54,ALTA
Córdoba,Valencia,Caribe,Rural dispersa,45,339,67,58,15,18,29.47,57.43,Difícil,Terrestre,1,0,0,66.58,48.97,1,59,0,637,0,71.66,Baja,Lluvias,0.56,0.2,ALTA
Antioquia,Envigado,Andina,Campesina,1766,991,216,137,31,58,76.3,210.92,Difícil,Terrestre,0,0,0,54.93,45.54,1,47,0,113,1,35.05,Buena,Seca,0.29,0.37,CRÍTICA
Boyacá,Nuevo Colón,Andina,Rural,2610,239,19,42,2,12,35.12,132.6,Difícil,Terrestre,0,1,0,49.47,50.83,0,33,0,13,1,23.04,Sin conexión,Seca,0.16,0.49,ALTA
Huila,Tesalia,Andina,Rural,974,54,11,3,1,2,20.55,40.27,Difícil,No disponible,0,1,0,74.7,94.32,0,6,0,252,0,71.01,Regular,Seca,0.35,0.33,MEDIA
Cundinamarca,La Vega,Andina,Rural dispersa,2509,346,42,54,15,19,44.11,67.37,Bueno,Terrestre,1,0,0,89.97,78.75,1,50,0,78,1,57.17,Baja,Seca,0.28,0.54,MEDIA
Santander,San José de Miranda,Andina,Rural dispersa,1036,1336,152,180,46,85,42.76,51.23,Difícil,No disponible,1,1,0,98.0,98.0,3,226,0,210,1,41.1,Regular,Lluvias,0.34,0.36,ALTA
Magdalena,Nueva Granada,Caribe,Indígena,193,96,8,10,1,3,7.45,8.21,Regular,Terrestre,1,0,1,78.96,69.37,1,15,0,143,2,17.3,Regular,Lluvias,0.49,0.44,BAJA
Tolima,Flandes,Andina,Rural,602,252,33,17,2,13,7.44,11.24,Bueno,Terrestre,0,0,1,90.58,53.79,2,11,0,241,0,17.34,Buena,Seca,0.6,0.39,BAJA
Boyacá,Ráquira,Andina,Indígena,2732,196,17,25,3,10,11.31,22.92,Difícil,Limitado,0,0,1,60.96,53.12,1,29,1,124,0,40.53,Regular,Lluvias,0.3,0.43,ALTA
Cundinamarca,Paratebueno,Andina,Rural,2221,201,20,31,7,3,77.39,146.11,Difícil,Terrestre,0,0,0,77.69,66.22,0,34,0,720,1,32.03,Regular,Lluvias,0.38,0.5,CRÍTICA
Valle del Cauca,Candelaria,Andina,Afrodescendiente,1530,124,24,18,5,9,31.81,47.07,Regular,No disponible,1,0,0,77.08,82.01,1,16,0,62,2,21.07,Baja,Lluvias,0.43,0.32,MEDIA
Sucre,San Onofre,Caribe,Indígena,19,1162,135,103,49,43,7.84,13.92,Difícil,No disponible,1,0,0,70.42,54.37,1,174,0,224,2,46.96,Baja,Transición,0.42,0.16,MEDIA
Boyacá,Chita,Andina,Afrodescendiente,2547,383,40,48,18,13,7.61,29.81,Difícil,Terrestre + 4x4,0,0,1,66.64,68.17,0,25,0,12,0,41.42,Baja,Lluvias,0.18,0.45,BAJA
Caldas,Belalcázar,Andina,Campesina,1664,217,46,32,8,15,9.9,11.98,Difícil,Terrestre,1,0,1,67.52,58.7,0,19,0,263,0,40.34,Baja,Seca,0.4,0.49,MEDIA
Magdalena,Fundación,Caribe,Afrodescendiente,175,391,84,48,7,16,57.44,119.19,Difícil,No disponible,0,0,0,80.85,83.68,0,68,0,26,3,52.32,Buena,Lluvias,0.34,0.37,CRÍTICA
Córdoba,Cereté,Caribe,Rural dispersa,93,156,14,13,6,2,31.4,39.41,Regular,Terrestre,0,0,0,86.07,90.46,1,9,0,3,1,23.7,Regular,Transición,0.46,0.24,BAJA
Santander,Aratoca,Andina,Indígena,896,270,58,15,3,3,60.97,155.35,Regular,Terrestre,1,1,0,77.16,98.0,1,40,0,0,3,20.72,Regular,Seca,0.23,0.62,ALTA
Huila,Garzón,Andina,Rural,1227,116,18,19,3,5,37.0,119.42,Bueno,Terrestre,1,0,0,70.84,63.16,0,8,0,256,2,27.91,Baja,Transición,0.15,0.42,ALTA
Córdoba,San Bernardo del Viento,Caribe,Afrodescendiente,197,880,122,63,11,58,31.85,52.36,Regular,No disponible,1,0,0,77.1,56.03,2,60,0,50,4,37.71,Sin conexión,Seca,0.42,0.36,MEDIA
Bolívar,San Jacinto,Caribe,Campesina,255,86,18,9,1,4,48.33,63.91,Muy difícil,Terrestre,1,0,0,71.9,64.46,1,3,0,142,0,61.34,Buena,Transición,0.37,0.12,CRÍTICA
Sucre,Galeras,Caribe,Afrodescendiente,97,1972,205,158,35,129,20.89,45.93,Regular,Terrestre,1,0,0,61.46,58.32,5,354,1,45,1,21.69,Baja,Seca,0.42,0.14,ALTA
Cundinamarca,Guayabetal,Andina,Campesina,2801,830,142,146,21,29,119.22,254.16,Bueno,Terrestre,1,0,0,68.69,65.65,4,71,1,179,0,6.24,Buena,Seca,0.34,0.42,CRÍTICA
Antioquia,Murindó,Andina,Campesina,1764,265,30,25,10,19,21.69,63.5,Bueno,Terrestre,0,1,0,66.82,59.44,0,18,0,163,2,32.21,Sin conexión,Lluvias,0.29,0.42,BAJA
Cundinamarca,Chipaque,Andina,Rural dispersa,2228,130,22,9,3,9,22.89,29.32,Bueno,Terrestre,0,0,0,90.53,75.48,1,18,0,136,3,28.88,Regular,Seca,0.2,0.54,MEDIA
Putumayo,San Miguel,Amazonía,Indígena,1173,202,31,28,5,10,17.06,84.41,Difícil,Fluvial + Terrestre,0,0,0,62.55,68.72,0,35,0,73,0,31.08,Baja,Transición,0.55,0.47,MEDIA
Boyacá,Sogamoso,Andina,Rural,2897,752,85,107,31,10,24.05,86.66,Bueno,Motocicleta,1,1,0,57.99,47.94,3,55,0,479,2,68.09,Regular,Lluvias,0.2,0.4,ALTA
